1.894477728597315780e-01,-1.401828957227181129e-02,5.000000000000000278e-02
1.894477728597315780e-01,-1.401828957227181129e-02,0.000000000000000000e+00
1.803618472697752217e-01,-1.405645489662813580e-02,0.000000000000000000e+00
1.723497841340321801e-01,-1.036332410189163590e-02,0.000000000000000000e+00
1.662343461539606826e-01,-3.855643596288304067e-03,0.000000000000000000e+00
1.628382449737288684e-01,4.549855529142863425e-03,0.000000000000000000e+00
1.631714193203338548e-01,1.586375021752533740e-02,0.000000000000000000e+00
1.680026643395888530e-01,2.574437614586387937e-02,0.000000000000000000e+00
1.762479316479038105e-01,3.318071600190785481e-02,0.000000000000000000e+00
1.868231728616887855e-01,3.716174736767759862e-02,0.000000000000000000e+00
2.003638980709279427e-01,3.646768350096435407e-02,0.000000000000000000e+00
2.121167756810723726e-01,3.049742692531722671e-02,0.000000000000000000e+00
2.208763941299434208e-01,2.050890800795301255e-02,0.000000000000000000e+00
2.254374184412975823e-01,7.760058392520779134e-03,0.000000000000000000e+00
2.243882549511744262e-01,-8.007266303337338617e-03,0.000000000000000000e+00
2.172785145392016615e-01,-2.163453106644640592e-02,0.000000000000000000e+00
2.055436090951755224e-01,-3.171865220667482999e-02,0.000000000000000000e+00
1.906189632732148143e-01,-3.685654731032325659e-02,0.000000000000000000e+00
1.726250467493312957e-01,-3.545579055618836711e-02,0.000000000000000000e+00
1.571220111806956032e-01,-2.720629825711688363e-02,0.000000000000000000e+00
1.457127108400158022e-01,-1.372312737815286308e-02,0.000000000000000000e+00
1.400000000000000133e-01,3.378667668524145025e-03,0.000000000000000000e+00
1.417500396757692127e-01,2.359926154139405097e-02,0.000000000000000000e+00
1.511394625624547516e-01,4.097900098753308462e-02,0.000000000000000000e+00
1.663721625442868834e-01,5.371390685703661405e-02,0.000000000000000000e+00
1.856519824482055769e-01,6.000000000000001166e-02,0.000000000000000000e+00
2.080993455731840192e-01,5.790226400788665850e-02,0.000000000000000000e+00
2.273564449830043077e-01,4.737277267890368376e-02,0.000000000000000000e+00
2.414172397492916899e-01,3.038970625464567504e-02,0.000000000000000000e+00
2.482756761793489808e-01,8.931246253139478453e-03,0.000000000000000000e+00
2.458313722370028542e-01,-1.574296653917946903e-02,0.000000000000000000e+00
2.341617307740583021e-01,-3.687792755055631366e-02,0.000000000000000000e+00
2.154276877727576145e-01,-5.226480778419447665e-02,0.000000000000000000e+00
1.917901536866979673e-01,-5.969480504837468282e-02,0.000000000000000000e+00
1.907895712081132955e-01,-5.979411147763628864e-02,0.000000000000000000e+00
1.897875846540506561e-01,-5.987810071986526123e-02,0.000000000000000000e+00
1.887844237823154969e-01,-5.994677277506158669e-02,0.000000000000000000e+00
1.877803311150358645e-01,-5.999999999999999778e-02,0.000000000000000000e+00
1.877803311150358645e-01,-5.999999999999999778e-02,5.000000000000000278e-02
